SaleID,price
200000,1193.272807952222
200001,1696.8190999441545
200002,8420.780095311216
200003,1315.8527543882096
200004,2057.8193596845813
200005,1177.4189315031176
200006,387.1084425690442
200007,3563.646514776493
200008,11947.381233211328
200009,610.3462881636053
200010,537.3988420064384
200011,2569.3267216735867
200012,5835.187446342528
200013,8171.30173630768
200014,2001.9545526723211
200015,249.7943577364087
200016,1709.5118538317445
200017,8390.097246394489
200018,6528.385170872676
200019,636.7813668937015
200020,24620.443378688222
200021,7524.233095919748
200022,1965.7780316290505
200023,1507.125181785992
200024,875.7356961848778
200025,9101.004489393788
200026,516.3715033066024
200027,12698.748609577384
200028,4547.185778551093
200029,7752.48334849324
200030,17470.209371684723
200031,12146.836966701756
200032,586.317904694452
200033,14390.60381359293
200034,873.7929185688125
200035,1990.4156328254226
200036,14371.348233686645
200037,6278.211773428864
200038,1301.1830029021864
200039,313.46856813907186
200040,603.7880456262664
200041,25998.208184819698
200042,413.29767201550163
200043,8315.851737611274
200044,17771.057614817033
200045,636.3181151826413
200046,15570.981184799088
200047,17245.106901296655
200048,2126.515302264739
200049,3170.0011192132024
200050,864.5467406618628
200051,4443.016518417753
200052,2990.946138217385
200053,316.2119231536392
200054,13059.189144601773
200055,9781.939084634698
200056,8191.022310208369
200057,3385.1389606411385
200058,1182.6538944600857
200059,5079.952247228564
200060,7975.737558426631
200061,1237.8284473513934
200062,5386.982929723799
200063,8896.98128530475
200064,1253.4179100137192
200065,1853.0059362607594
200066,528.2247032818213
200067,10014.18283457121
200068,179.5253529877142
200069,17995.91966263058
200070,9021.344269363897
200071,382.73699460184366
200072,5778.161858251113
200073,19441.648654737706
200074,4230.282470187416
200075,14900.129244430165
200076,3268.353450243215
200077,415.62444234090265
200078,362.7067209281001
200079,2921.2028911026177
200080,3472.613205444605
200081,2020.6482436620026
200082,4056.631727821448
200083,457.46356283652597
200084,1304.844210770345
200085,1631.1060751538566
200086,6758.046607766726
200087,3339.734866931585
200088,2699.343750011416
200089,41294.25648140536
200090,2930.4023781196156
200091,186.4694662299539
200092,2117.158019389952
200093,16869.542241138864
200094,6710.226059077375
200095,5510.831045030839
200096,2339.826789557565
200097,1235.1389445167179
200098,381.52091211141
200099,20096.751001243778
200100,21993.665501928754
200101,8078.258603653096
200102,1730.3472522586153
200103,10582.41233417083
200104,5369.991633211612
200105,3521.15244506411
200106,8595.536335767163
200107,1982.9429080294967
200108,14409.678750139246
200109,8181.790636515869
200110,1183.4666855420082
200111,1698.9302963041937
200112,1862.0865386226865
200113,588.8248589297748
200114,2234.5216125938455
200115,1298.729091459902
200116,13187.423051222013
200117,16726.335905794862
200118,59361.68873574668
200119,230.79782457777833
200120,3499.983904677202
200121,2759.1404962155148
200122,691.62157875712
200123,2214.2162039545483
200124,52853.87081390068
200125,820.3047122114244
200126,3474.1906087828975
200127,14777.299672444631
200128,1601.6564274920615
200129,5660.601124830231
200130,3694.2784597234013
200131,3101.4710548955145
200132,1222.6244836560945
200133,2853.095147350543
200134,1233.0424034881496
200135,3025.3349939518084
200136,3837.3323034781433
200137,1302.1522004536628
200138,9888.809581652069
200139,6617.1141598108225
200140,2450.3234148425954
200141,1480.0246955359082
200142,5768.742309941925
200143,9736.966414020346
200144,1375.9031775895662
200145,6160.7561905661005
200146,2566.532284234542
200147,4518.931246450822
200148,2509.8451562331265
200149,250.09104230223178
200150,10778.22482034303
200151,5237.074701028201
200152,522.262318701673
200153,468.7132697510249
200154,7252.719195013499
200155,3209.719064147873
200156,16537.91337956815
200157,9023.317263792516
200158,10459.581882513736
200159,14112.250290458518
200160,6664.4327493716355
200161,7347.157253665628
200162,6488.293495940318
200163,706.0285197587843
200164,16083.450459403906
200165,15164.987503703505
200166,25334.397483489287
200167,3528.6838848324214
200168,38242.03692383781
200169,782.6868236774526
200170,2567.214344626128
200171,8568.976942058209
200172,2073.37990371183
200173,33846.16229905165
200174,1152.084810712954
200175,2044.6099464534007
200176,8232.981803696195
200177,5765.530664075008
200178,5219.02331686119
200179,3970.6139136811007
200180,937.7258074952747
200181,19352.19949548071
200182,4346.545344055292
200183,1549.7941539285102
200184,2005.9307974232524
200185,4726.783218017536
200186,3020.678876515769
200187,7245.848688888447
200188,9620.729879144119
200189,12302.177681138914
200190,4113.415978777698
200191,3099.5789754875686
200192,1106.4249176972353
200193,4091.845383134365
200194,7866.931301875387
200195,2470.0619934189535
200196,890.9022156702131
200197,23106.826902465662
200198,1320.1203964923948
200199,4134.243450950872
200200,666.6017941365619
200201,7545.601578980915
200202,2054.1206252442717
200203,1718.033926045884
200204,8191.063488130117
200205,5238.340570292283
200206,863.365133762245
200207,5791.499242144027
200208,5516.075035386397
200209,1203.0991333032775
200210,14186.648067847862
200211,5381.503364019011
200212,7276.785557914533
200213,8540.795541781632
200214,20131.126410031902
200215,7248.21423981328
200216,3088.147542372998
200217,1135.5554569198757
200218,10396.20013305382
200219,1171.9942721798127
200220,2369.5373905436654
200221,7553.296302450741
200222,2391.697659838188
200223,838.4957407105848
200224,13400.13444613015
200225,3506.9980800834737
200226,1190.2806619274938
200227,8596.785269351152
200228,204.4287048365544
200229,6697.460373494481
200230,7793.866562494297
200231,4726.382751849595
200232,1066.3564388104437
200233,7242.5799316607645
200234,425.0608393177281
200235,8217.998355185071
200236,13747.511592204177
200237,4577.829551598175
200238,7244.696574901182
200239,9016.49701409505
200240,24928.238177833162
200241,10869.107037994352
200242,4030.1605938544108
200243,2797.8913317298425
200244,6390.354206761694
200245,4491.529374056416
200246,4611.19986855211
200247,1562.2189456671126
200248,317.5226655806332
200249,10103.471048389332
200250,35189.82129450534
200251,10431.411824579436
200252,790.156724262105
200253,6935.075900995026
200254,11151.80837755032
200255,7798.239800337394
200256,2549.226599023835
200257,9206.393381804035
200258,3506.5641890154984
200259,7791.200957020788
200260,1707.0979063777718
200261,4627.004137534721
200262,2777.867915599127
200263,8807.520989257015
200264,6642.367229766169
